Experiment,user-reg,item-reg,NormalizedDCGEvaluator,PrecisionEvaluator,PStatisticalParityEvaluator
exp00000,0.001,0.001,0.03918019131005481,0.012724157021897617,0.3399647791030962
exp00001,0.15506279485687013,0.39966138301093335,0.03918019131005481,0.012724157021897617,0.3399647791030962
exp00002,0.18791831772545525,0.6637912211602464,0.03918019131005481,0.012724157021897617,0.3399647791030962
exp00003,0.38491098119015044,0.5174790042620311,0.03918019131005481,0.012724157021897617,0.3399647791030962
exp00004,0.12091681502384216,0.3757534263959672,0.03918019131005481,0.012724157021897617,0.3399647791030962
